,Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,topic,cosponsor_ids
2389,H.R. 5544,https://www.congress.gov/bill/119th-congress/house-bill/5544,119th Congress (2025-2026),Ejiao Act of 2025,"Beyer, Donald S. [Rep.-D-VA-8]",2025-09-23,"House - Ways and Means, Natural Resources, Foreign Affairs, Homeland Security, Judiciary","Referred to the Committee on Ways and Means, and in addition to the Committees on Natural Resources, Foreign Affairs, Homeland Security, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-23,9,public_safety,"['S001214', 'T000468', 'F000466', 'G000583', 'C001072', 'S001183', 'N000147', 'K000391', 'L000397']"
2390,H.R. 5543,https://www.congress.gov/bill/119th-congress/house-bill/5543,119th Congress (2025-2026),Baltic Security Assessment Act of 2025,"Bell, Wesley [Rep.-D-MO-1]",2025-09-23,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,2025-09-23,72,public_safety,"['B001298', 'C001112', 'A000381', 'A000148', 'B000490', 'B001315', 'B001296', 'C001072', 'C001055', 'C001127', 'C001059', 'D000230', 'D000399', 'E000301', 'F000466', 'G000599', 'G000604', 'G000583', 'J000310', 'K000375', 'K000399', 'L000601', 'M001238', 'M001137', 'M001213', 'P000613', 'R000600', 'S001190', 'S001201', 'T000463', 'W000812', 'W000795', 'H001100', 'W000797', 'C001068', 'L000582', 'D000628', 'Q000023', 'C001121', 'A000380', 'G000576', 'N000193', 'F000462', 'L000599', 'O000176', 'L000606', 'T000468', 'M001226', 'L000560', 'K000398', 'G000559', 'C001103', 'S001212', 'M001217', 'K000402', 'C001123', 'S001224', 'M001188', 'V000131', 'N000188', 'S001159', 'T000478', 'H001101', 'W000830', 'S001189', 'W000804', 'K000009', 'B001318', 'V000138', 'D000629', 'C001136', 'B001321', 'R000305']"
2391,H.R. 5542,https://www.congress.gov/bill/119th-congress/house-bill/5542,119th Congress (2025-2026),End Government Shutdowns Act,"Barr, Andy [Rep.-R-KY-6]",2025-09-23,House - Appropriations,Referred to the House Committee on Appropriations.,2025-09-23,0,public_safety,[]
2392,H.R. 5541,https://www.congress.gov/bill/119th-congress/house-bill/5541,119th Congress (2025-2026),Every Kid Outdoors Reauthorization Act,"Ansari, Yassamin [Rep.-D-AZ-3]",2025-09-23,"House - Natural Resources, Agriculture, Transportation and Infrastructure","Referred to the Committee on Natural Resources, and in addition to the Committees on Agriculture, and Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-23,19,education,"['B001318', 'B001300', 'B001326', 'C001072', 'D000197', 'H001068', 'L000557', 'M001223', 'M001238', 'N000191', 'N000147', 'T000488', 'T000481', 'M001225', 'G000599', 'W000831', 'C001125', 'B001285', 'L000397']"
2393,H.R. 5540,https://www.congress.gov/bill/119th-congress/house-bill/5540,119th Congress (2025-2026),Justice for Exonerees Act,"Waters, Maxine [Rep.-D-CA-43]",2025-09-19,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-19,0,public_safety,[]
2394,H.R. 5539,https://www.congress.gov/bill/119th-congress/house-bill/5539,119th Congress (2025-2026),POW Priority Care Act of 2025,"Walberg, Tim [Rep.-R-MI-5]",2025-09-19,House - Veterans' Affairs,Referred to the Subcommittee on Health.,2025-10-15,2,veterans,"['K000391', 'G000583']"
2395,H.R. 5538,https://www.congress.gov/bill/119th-congress/house-bill/5538,119th Congress (2025-2026),Child Rescue Act,"Vindman, Eugene Simon [Rep.-D-VA-7]",2025-09-19,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-19,1,public_safety,['F000466']
2396,H.R. 5537,https://www.congress.gov/bill/119th-congress/house-bill/5537,119th Congress (2025-2026),Pipeline Accountability Act of 2025,"Trahan, Lori [Rep.-D-MA-3]",2025-09-19,"House - Transportation and Infrastructure, Energy and Commerce","Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",2025-09-20,1,public_safety,['T000481']
2397,H.R. 5536,https://www.congress.gov/bill/119th-congress/house-bill/5536,119th Congress (2025-2026),HEADACHE Act,"Trahan, Lori [Rep.-D-MA-3]",2025-09-19,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-09-19,36,Other,"['B001315', 'M001196', 'K000385', 'F000477', 'F000466', 'N000147', 'G000583', 'N000188', 'N000002', 'S001226', 'L000562', 'M001238', 'T000488', 'C001112', 'J000309', 'B001285', 'M001230', 'S001185', 'T000481', 'R000579', 'J000310', 'P000617', 'R000305', 'H001085', 'M001214', 'M000312', 'L000599', 'H001081', 'G000599', 'V000136', 'F000483', 'W000831', 'S001201', 'B001326', 'K000389', 'G000586', 'T000469']"
2398,H.R. 5535,https://www.congress.gov/bill/119th-congress/house-bill/5535,119th Congress (2025-2026),Veteran Service Recognition Act of 2025,"Takano, Mark [Rep.-D-CA-39]",2025-09-19,"House - Judiciary, Veterans' Affairs, Armed Services","Referred to the Committee on the Judiciary, and in addition to the Committees on Veterans' Affairs, and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-19,10,veterans,"['L000397', 'N000002', 'C001110', 'V000130', 'R000599', 'R000600', 'S000168', 'T000491', 'M000312', 'R000617']"
2399,H.R. 5534,https://www.congress.gov/bill/119th-congress/house-bill/5534,119th Congress (2025-2026),To add the Republic of Korea to the E-3 nonimmigrant visa program.,"Suozzi, Thomas R. [Rep.-D-NY-3]",2025-09-19,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-19,1,public_safety,['W000795']
2400,H.R. 5533,https://www.congress.gov/bill/119th-congress/house-bill/5533,119th Congress (2025-2026),Streamlining FEMA Procurement Procedures Act of 2025,"Steube, W. Gregory [Rep.-R-FL-17]",2025-09-19,House - Transportation and Infrastructure,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",2025-09-20,0,public_safety,[]
2401,H.R. 5532,https://www.congress.gov/bill/119th-congress/house-bill/5532,119th Congress (2025-2026),"To direct the Secretary of Education to establish a program to facilitate the transition to tuition-free community college in certain States, and for other purposes.","Smith, Adam [Rep.-D-WA-9]",2025-09-19,"House - Education and Workforce, Ways and Means","Referred to the Committee on Education and Workforce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-19,0,education,[]
2402,H.R. 5531,https://www.congress.gov/bill/119th-congress/house-bill/5531,119th Congress (2025-2026),Career and Technical Education Access Act,"Smith, Adam [Rep.-D-WA-9]",2025-09-19,House - Education and Workforce,Referred to the House Committee on Education and Workforce.,2025-09-19,0,public_safety,[]
2403,H.R. 5530,https://www.congress.gov/bill/119th-congress/house-bill/5530,119th Congress (2025-2026),Postal Contracting Financial Accountability Act,"Schweikert, David [Rep.-R-AZ-1]",2025-09-19,House - Oversight and Government Reform,Referred to the House Committee on Oversight and Government Reform.,2025-09-19,0,funding,[]
2404,H.R. 5529,https://www.congress.gov/bill/119th-congress/house-bill/5529,119th Congress (2025-2026),Fair Housing for Disabeled Veterans Act,"Sánchez, Linda T. [Rep.-D-CA-38]",2025-09-19,House - Ways and Means,Referred to the House Committee on Ways and Means.,2025-09-19,19,veterans,"['K000376', 'G000585', 'M001213', 'S000344', 'T000478', 'C001112', 'F000466', 'L000582', 'L000593', 'T000472', 'C001126', 'K000391', 'B001298', 'Y000067', 'S001226', 'W000804', 'C001119', 'M001210', 'O000176', 'F000481']"
2405,H.R. 5528,https://www.congress.gov/bill/119th-congress/house-bill/5528,119th Congress (2025-2026),America’s CHILDREN Act of 2025,"Ross, Deborah K. [Rep.-D-NC-2]",2025-09-19,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-19,23,public_safety,"['M001215', 'K000391', 'S000168', 'B001287', 'F000466', 'J000288', 'B001298', 'H001085', 'O000019', 'J000298', 'R000609', 'P000608', 'C001133', 'S001205', 'N000193', 'D000617', 'T000488', 'S001211', 'M001241', 'K000398', 'M001204', 'L000599', 'L000582']"
2406,H.R. 5527,https://www.congress.gov/bill/119th-congress/house-bill/5527,119th Congress (2025-2026),Stop Censoring Military Families Act,"Raskin, Jamie [Rep.-D-MD-8]",2025-09-19,"House - Armed Services, Education and Workforce","Referred to the Committee on Armed Services, and in addition to the Committee on Education and Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-19,19,veterans,"['H001085', 'D000399', 'J000288', 'N000147', 'J000305', 'M000312', 'J000298', 'W000788', 'F000476', 'T000488', 'S001205', 'T000472', 'C001123', 'C001119', 'B001324', 'L000560', 'D000096', 'W000808', 'E000296']"
2407,H.R. 5526,https://www.congress.gov/bill/119th-congress/house-bill/5526,119th Congress (2025-2026),Biosimilar Red Tape Elimination Act,"Pfluger, August [Rep.-R-TX-11]",2025-09-19,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-09-19,6,healthcare,"['L000601', 'A000148', 'C001120', 'V000136', 'O000086', 'F000484']"
2408,H.R. 5525,https://www.congress.gov/bill/119th-congress/house-bill/5525,119th Congress (2025-2026),Stop DC CAMERA Act,"Perry, Scott [Rep.-R-PA-10]",2025-09-19,House - Oversight and Government Reform,Referred to the House Committee on Oversight and Government Reform.,2025-09-19,1,Other,"['O000175', 'B001316']"
2409,H.R. 5524,https://www.congress.gov/bill/119th-congress/house-bill/5524,119th Congress (2025-2026),Universal Prekindergarten and Early Childhood Education Act of 2025,"Norton, Eleanor Holmes [Del.-D-DC-At Large]",2025-09-19,House - Education and Workforce,Referred to the House Committee on Education and Workforce.,2025-09-19,0,education,[]
2410,H.R. 5523,https://www.congress.gov/bill/119th-congress/house-bill/5523,119th Congress (2025-2026),Let Experienced Pilots Fly Act of 2025,"Nehls, Troy E. [Rep.-R-TX-22]",2025-09-19,House - Transportation and Infrastructure,Referred to the Subcommittee on Aviation.,2025-09-20,1,public_safety,['V000135']
2411,H.R. 5522,https://www.congress.gov/bill/119th-congress/house-bill/5522,119th Congress (2025-2026),Peace Through Strength Act of 2025,"McGuire, John J. [Rep.-R-VA-5]",2025-09-19,House - Armed Services,Referred to the House Committee on Armed Services.,2025-09-19,0,veterans,[]
2412,H.R. 5521,https://www.congress.gov/bill/119th-congress/house-bill/5521,119th Congress (2025-2026),Peace Corps Volunteers Congressional Gold Medal Act of 2025,"McCollum, Betty [Rep.-D-MN-4]",2025-09-19,House - Financial Services,Referred to the House Committee on Financial Services.,2025-09-19,22,veterans,"['R000609', 'G000559', 'B001301', 'L000601', 'R000600', 'P000613', 'F000466', 'N000147', 'L000599', 'M001160', 'J000310', 'T000193', 'E000296', 'E000300', 'K000391', 'K000404', 'T000468', 'C001119', 'C001130', 'M001237', 'T000491', 'W000831']"
2413,H.R. 5520,https://www.congress.gov/bill/119th-congress/house-bill/5520,119th Congress (2025-2026),Portal for Appraisal Licensing Act of 2025,"Loudermilk, Barry [Rep.-R-GA-11]",2025-09-19,House - Financial Services,Referred to the House Committee on Financial Services.,2025-09-19,9,housing,"['M001204', 'F000471', 'L000590', 'N000191', 'P000620', 'K000392', 'V000138', 'L000599', 'T000480']"
2414,H.R. 5519,https://www.congress.gov/bill/119th-congress/house-bill/5519,119th Congress (2025-2026),Welles Remy Crowther Congressional Gold Medal Act,"Lawler, Michael [Rep.-R-NY-17]",2025-09-19,House - Financial Services,Referred to the House Committee on Financial Services.,2025-09-19,48,Other,"['E000297', 'L000598', 'S001196', 'M001212', 'R000579', 'T000478', 'K000402', 'G000599', 'S001201', 'N000002', 'L000606', 'V000135', 'M001229', 'N000015', 'T000467', 'B000490', 'R000622', 'E000246', 'O000019', 'M001196', 'S001226', 'L000600', 'D000634', 'W000814', 'S001214', 'F000469', 'D000624', 'S000344', 'B001291', 'G000603', 'L000601', 'K000375', 'O000086', 'B001285', 'A000369', 'S001216', 'T000487', 'H001100', 'S000522', 'T000491', 'P000609', 'L000273', 'B001298', 'H001086', 'G000597', 'C001110', 'G000583', 'D000230', 'P000613', 'C001118']"
2415,H.R. 5518,https://www.congress.gov/bill/119th-congress/house-bill/5518,119th Congress (2025-2026),Integrated Cross-Border Law Enforcement Operations Expansion Act,"Langworthy, Nicholas A. [Rep.-R-NY-23]",2025-09-19,"House - Ways and Means, Judiciary, Homeland Security, Foreign Affairs","Referred to the Committee on Ways and Means, and in addition to the Committees on the Judiciary, Homeland Security, and Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-09-19,14,public_safety,"['A000379', 'W000814', 'L000599', 'S001196', 'S001148', 'S001212', 'C001120', 'T000478', 'Z000018', 'V000133', 'L000596', 'G000576', 'S000522', 'F000478']"
2416,H.R. 5517,https://www.congress.gov/bill/119th-congress/house-bill/5517,119th Congress (2025-2026),Northern Border Security Enhancement and Review Act,"Langworthy, Nicholas A. [Rep.-R-NY-23]",2025-09-19,House - Homeland Security,Referred to the House Committee on Homeland Security.,2025-09-19,23,public_safety,"['A000379', 'W000814', 'L000599', 'S001196', 'S001212', 'S001148', 'C001120', 'T000478', 'Z000018', 'L000596', 'V000133', 'B001323', 'G000576', 'S000522', 'F000478', 'H001058', 'K000376', 'M000317', 'T000467', 'N000189', 'F000459', 'F000475', 'F000469', 'F000482']"
2417,H.R. 5516,https://www.congress.gov/bill/119th-congress/house-bill/5516,119th Congress (2025-2026),No Coffee Tax Act,"Khanna, Ro [Rep.-D-CA-17]",2025-09-19,House - Ways and Means,Referred to the House Committee on Ways and Means.,2025-09-19,11,healthcare,"['B001298', 'B001292', 'G000604', 'L000593', 'M000312', 'C001112', 'M001223', 'N000147', 'T000469', 'L000601', 'S001223']"
2418,H.R. 5515,https://www.congress.gov/bill/119th-congress/house-bill/5515,119th Congress (2025-2026),Indian Trust Asset Reform Amendment Act,"Hurd, Jeff [Rep.-R-CO-3]",2025-09-19,House - Natural Resources,Subcommittee Hearings Held,2025-11-19,4,funding,"['R000621', 'S001159', 'H001094', 'L000578']"
2419,H.R. 5514,https://www.congress.gov/bill/119th-congress/house-bill/5514,119th Congress (2025-2026),POJA Act of 2025,"Garcia, Sylvia R. [Rep.-D-TX-29]",2025-09-19,House - Education and Workforce,Referred to the House Committee on Education and Workforce.,2025-09-19,22,public_safety,"['S000168', 'S000185', 'O000019', 'E000297', 'C001072', 'T000481', 'N000147', 'L000557', 'B001278', 'F000462', 'D000096', 'G000586', 'M001208', 'W000788', 'M001225', 'D000624', 'G000583', 'J000288', 'A000370', 'T000468', 'B001281', 'F000466']"
2420,H.R. 5513,https://www.congress.gov/bill/119th-congress/house-bill/5513,119th Congress (2025-2026),"To amend the Federal Water Pollution Control Act to make certain technology investments eligible for additional subsidization, and for other purposes.","Fong, Vince [Rep.-R-CA-20]",2025-09-19,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,2025-09-20,2,environment,"['P000614', 'V000138']"
2421,H.R. 5512,https://www.congress.gov/bill/119th-congress/house-bill/5512,119th Congress (2025-2026),No Shari’a Act,"Fine, Randy [Rep.-R-FL-6]",2025-09-19,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-09-19,29,Other,"['S001224', 'R000614', 'G000603', 'M001233', 'M001239', 'O000086', 'M001212', 'M001216', 'P000622', 'H001098', 'T000490', 'B001302', 'N000026', 'F000470', 'H001099', 'B001325', 'V000134', 'H001102', 'D000626', 'H001052', 'H001086', 'L000596', 'H001082', 'A000372', 'D000032', 'P000605', 'V000135', 'R000619', 'F000469', 'B001322']"
2422,H.R. 5511,https://www.congress.gov/bill/119th-congress/house-bill/5511,119th Congress (2025-2026),Algorithmic Accountability Act of 2025,"Clarke, Yvette D. [Rep.-D-NY-9]",2025-09-19,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-09-19,27,public_safety,"['B001318', 'B001300', 'B001324', 'B001313', 'D000096', 'D000530', 'E000296', 'F000481', 'F000477', 'G000586', 'N000147', 'H001068', 'J000309', 'J000305', 'J000298', 'K000385', 'L000602', 'R000617', 'T000481', 'V000131', 'W000808', 'E000297', 'C001068', 'T000482', 'P000617', 'S001226', 'O000172']"
